epoch,train_loss,val_acc,sensitivity,specificity,f1_score,auc
1,0.21365207454987933,0.5609046849757674,0.5616341030195382,0.5535714285714286,0.6994027869940279,0.5756292819081451
2,0.15287085569330625,0.5563812600969306,0.5538188277087034,0.5821428571428572,0.6942774437764417,0.6221980461811724
3,0.11614337914756366,0.5579967689822294,0.5470692717584369,0.6678571428571428,0.6924460431654677,0.6357079421466632
4,0.08916777202061245,0.6142164781906301,0.6170515097690942,0.5857142857142857,0.7442159383033419,0.6483291042882517
5,0.0689586939556258,0.5890145395799677,0.5854351687388988,0.625,0.7215411558669002,0.6553273280893174
6,0.05648142604955605,0.568659127625202,0.558436944937833,0.6714285714285714,0.7019423978566645,0.6555912205024106
7,0.043235143819557766,0.6284329563812601,0.6341030195381883,0.5714285714285714,0.7563559322033898,0.6540966759705659
8,0.03681258214637637,0.5754442649434572,0.5701598579040853,0.6285714285714286,0.7095490716180372,0.6458513067749303
9,0.03217842459146466,0.5896607431340872,0.5861456483126111,0.625,0.7221006564551422,0.6363790916011165
10,0.028631393904132503,0.6051696284329564,0.605683836589698,0.6,0.7361830742659758,0.6507117482872368
11,0.024801643159506576,0.5915993537964459,0.5872113676731794,0.6357142857142857,0.7234135667396061,0.6560784064958133
12,0.026503959750490528,0.5925686591276252,0.58898756660746,0.6285714285714286,0.7244920253441118,0.6534724689165187
13,0.025353078580727533,0.5880452342487884,0.5797513321492007,0.6714285714285714,0.7191011235955056,0.6553006851053033
14,0.020665440039842258,0.6096930533117932,0.6106571936056838,0.6,0.7399913904433921,0.6528533367165694
15,0.021916198840231767,0.572859450726979,0.5609236234458259,0.6928571428571428,0.7049107142857143,0.6575107840649581
16,0.02461748949385115,0.5767366720516963,0.5676731793960924,0.6678571428571428,0.7092765201952952,0.6528952042628775
17,0.019255429935375493,0.6003231017770597,0.5985790408525755,0.6178571428571429,0.7314955502496201,0.6519005328596803
18,0.017152924473131343,0.6064620355411955,0.6046181172291296,0.625,0.7364777152747728,0.661041613803603
19,0.0152119235750953,0.6084006462035542,0.6063943161634103,0.6285714285714286,0.7380025940337225,0.6666899264146156
20,0.014140524628705213,0.5893376413570275,0.5847246891651865,0.6357142857142857,0.7214551829936445,0.6657231667089571
21,0.012248040112068079,0.6045234248788368,0.6017761989342807,0.6321428571428571,0.7346053772766695,0.6667609743719867
22,0.014251645691027598,0.6003231017770597,0.5978685612788632,0.625,0.7312622202911145,0.6655303222532352
23,0.0164190734902929,0.6135702746365105,0.6134991119005329,0.6142857142857143,0.7427956989247312,0.6704986044151231
24,0.016902385800079044,0.575767366720517,0.5676731793960924,0.6571428571428571,0.7088046129962298,0.6584064958132454
25,0.015978500471516912,0.5909531502423263,0.5843694493783304,0.6571428571428571,0.7221246707638279,0.6673166708957118
26,0.01501845687993669,0.6084006462035542,0.605683836589698,0.6357142857142857,0.7377758546083947,0.6666962699822381
27,0.017498686593691155,0.6323101777059774,0.6358792184724689,0.5964285714285714,0.7587961000423908,0.6645914742451154
28,0.013720584402991724,0.6106623586429726,0.6067495559502665,0.65,0.73923393204934,0.6706648058868308
29,0.01560747966037265,0.5886914378029079,0.5822380106571936,0.6535714285714286,0.7202812568666227,0.6713194620654657
30,0.013146399212668516,0.5970920840064621,0.5953818827708703,0.6142857142857143,0.7288540987171124,0.6619994925145902
31,0.01651444488670677,0.6323101777059774,0.6351687388987567,0.6035714285714285,0.7585914297836233,0.6606584623192083
32,0.0149340731324628,0.6374798061389337,0.6458259325044405,0.5535714285714286,0.7641866330390921,0.6450773915249937
33,0.015060885789405022,0.5877221324717286,0.5868561278863232,0.5964285714285714,0.7213973799126637,0.6421365135752348
34,0.011862494962406345,0.5951534733441034,0.5964476021314388,0.5821428571428572,0.7282585122533073,0.6443732555189039
35,0.012764022393717564,0.562843295638126,0.5520426287744228,0.6714285714285714,0.6967047747141897,0.6495914742451154
36,0.01388371139265863,0.637156704361874,0.6451154529307283,0.5571428571428572,0.7638275499474237,0.66344455721898
37,0.011363892989278871,0.6306946688206785,0.6323268206039077,0.6142857142857143,0.7569636402296407,0.6796028926668358
38,0.010147640248760581,0.5880452342487884,0.5857904085257549,0.6107142857142858,0.7211895910780669,0.6657980208069018
39,0.013027216979285836,0.6158319870759289,0.6181172291296625,0.5928571428571429,0.7453416149068323,0.6686944937833037
40,0.014472090957653044,0.5483037156704362,0.5357015985790409,0.675,0.6832804712279112,0.6624841410809439
41,0.023229062374697865,0.6445880452342488,0.6522202486678508,0.5678571428571428,0.7694886839899413,0.6619601623953312
42,0.013866868583552008,0.6284329563812601,0.6312611012433392,0.6,0.7555272108843537,0.6681616341030194
43,0.015634395983735366,0.6575121163166397,0.6664298401420959,0.5678571428571428,0.7797173732335827,0.6749340268967268
44,0.017820045574418537,0.6174474959612278,0.6159857904085257,0.6321428571428571,0.7454858125537404,0.6764158842933266
45,0.02243686883760217,0.6168012924071082,0.6142095914742451,0.6428571428571429,0.7446167097329888,0.6746967774676478
46,0.015697421064084796,0.6368336025848143,0.639076376554174,0.6142857142857143,0.7619652689538331,0.6756584623192083
47,0.014932853575529797,0.5961227786752827,0.591829484902309,0.6392857142857142,0.7271933653426451,0.6708310073585384
48,0.011374889260748335,0.5951534733441034,0.5907637655417407,0.6392857142857142,0.7263594671325617,0.6777810200456736
49,0.010798013380346154,0.6132471728594507,0.6142095914742451,0.6035714285714285,0.7428571428571429,0.6756064450647044
50,0.00946985567986433,0.5789983844911147,0.5719360568383659,0.65,0.7119168693345125,0.6728482618624715
51,0.011355073064415981,0.6458804523424879,0.6529307282415631,0.575,0.7703269069572506,0.6720870337477798
52,0.013591896571493374,0.5922455573505654,0.5879218472468917,0.6357142857142857,0.7239720034995626,0.6724587668104542
53,0.012123472671373748,0.5987075928917609,0.5896980461811723,0.6892857142857143,0.7277509864094696,0.6879890890636895
54,0.011260576555339087,0.5932148626817447,0.5861456483126111,0.6642857142857143,0.7238429480149156,0.6788987566607461
55,0.005522996241467938,0.6303715670436187,0.6284191829484902,0.65,0.7556599743699274,0.6868612027404213
56,0.007854446653904492,0.6248788368336026,0.6216696269982238,0.6571428571428571,0.7509118214975328,0.6917000761228115
57,0.010056330423477838,0.5806138933764136,0.5662522202486678,0.725,0.7106553722692822,0.6902664298401422
58,0.0075295203664219506,0.5945072697899838,0.5843694493783304,0.6964285714285714,0.7238723872387238,0.6890459274295864
59,0.006717156821832759,0.6384491114701131,0.6401420959147425,0.6214285714285714,0.7630743171712895,0.68949378330373
60,0.009172758589504936,0.5764135702746365,0.5651865008880995,0.6892857142857143,0.7082127754284443,0.6858284699314894
61,0.008398954378312088,0.6678513731825525,0.6767317939609236,0.5785714285714286,0.7875155022736668,0.6929129662522202
62,0.008483016731198794,0.6494345718901454,0.6525754884547069,0.6178571428571429,0.7720109266652658,0.6905341283938087
63,0.012292673724108942,0.5912762520193862,0.5836589698046181,0.6678571428571428,0.7220391122830148,0.6827696016239533
64,0.012317909610906749,0.6772213247172859,0.688809946714032,0.5607142857142857,0.7951609596063154,0.6897005836082213
65,0.015288320782461336,0.6184168012924071,0.6113676731793961,0.6892857142857143,0.7445381786718581,0.6940459274295865
66,0.012864848512981553,0.6394184168012924,0.6369449378330373,0.6642857142857143,0.7626541897065079,0.6945470692717584
67,0.012515361385469857,0.6206785137318255,0.6191829484902309,0.6357142857142857,0.748068669527897,0.6852004567368688
68,0.010945496260787228,0.6009693053311793,0.5921847246891652,0.6892857142857143,0.7297001532063909,0.6883811215427555
69,0.01602690411356369,0.5964458804523425,0.5868561278863232,0.6928571428571428,0.725675378871074,0.6914869322506978
70,0.011932111460815317,0.6216478190630048,0.6170515097690942,0.6678571428571428,0.7479009687836383,0.690866531337224
71,0.012163532222153403,0.6058158319870759,0.5989342806394317,0.675,0.7343205574912892,0.6915008880994671
72,0.015112584418134897,0.6142164781906301,0.6071047957371225,0.6857142857142857,0.7411101474414571,0.6879928952042629
73,0.009928763839603302,0.612924071082391,0.6067495559502665,0.675,0.7403554399653229,0.6894481096168485
74,0.010443263840040474,0.6235864297253635,0.6209591474245115,0.65,0.7500536365586784,0.6825894443034762
75,0.014990409591077229,0.6775444264943458,0.6898756660746004,0.5535714285714286,0.7955755837771405,0.6875945191575742
