epoch,train_loss,val_acc,sensitivity,specificity,f1_score,auc
1,0.3865023412874767,0.14765751211631664,0.06571936056838366,0.9714285714285714,0.12300531914893617,0.5746206546561787
2,0.353498056105205,0.3095315024232633,0.2536412078152753,0.8714285714285714,0.4005610098176718,0.62577772139051
3,0.33334613910743166,0.3948303715670436,0.35310834813499115,0.8142857142857143,0.5148925148925149,0.6462128901294089
4,0.316933411359787,0.41389337641357027,0.3733570159857904,0.8214285714285714,0.5367722165474974,0.6672773407764527
5,0.30517535507678983,0.5699515347334411,0.5548845470692717,0.7214285714285714,0.7012345679012346,0.7069182948490231
6,0.2962066196969577,0.5754442649434572,0.5577264653641207,0.7535714285714286,0.7049842837898518,0.7344760213143872
7,0.2859214331422533,0.5712439418416801,0.5495559502664299,0.7892857142857143,0.6998416647817236,0.7501116467901547
8,0.27290035954543523,0.6197092084006462,0.6042628774422736,0.775,0.7429569775060056,0.7635841157066735
9,0.26924069438661846,0.5780290791599354,0.5563055062166963,0.7964285714285714,0.7057232987832357,0.760555696523725
10,0.2553383007645607,0.6597738287560582,0.6522202486678508,0.7357142857142858,0.7771428571428571,0.7767736615072316
11,0.24591664246150424,0.6659127625201938,0.6625222024866785,0.7,0.7829554995801847,0.7742032479066225
12,0.2507344522646495,0.6607431340872375,0.6539964476021315,0.7285714285714285,0.7781065088757396,0.7724410048211114
13,0.24377184361219406,0.7292407108239095,0.7342806394316164,0.6785714285714286,0.831456154465004,0.7803425526516112
14,0.23641640565225056,0.7163166397415186,0.7182948490230906,0.6964285714285714,0.8216172287687932,0.7811989342806395
15,0.23418351709842683,0.7347334410339257,0.7420959147424512,0.6607142857142857,0.8357671534306861,0.7860378076630297
16,0.2372087163584573,0.6684975767366721,0.6628774422735346,0.725,0.7843631778058008,0.7862166962699823
17,0.22966776958533697,0.7460420032310178,0.7552397868561279,0.6535714285714286,0.8439857086145296,0.7907066734331387
18,0.22201217881270818,0.8019386106623586,0.8259325044404974,0.5607142857142857,0.8835265057951739,0.7897779751332149
19,0.2212057693728379,0.8006462035541195,0.8202486678507993,0.6035714285714285,0.8821394460362941,0.7937604668865771
20,0.21980776339769365,0.8084006462035541,0.827708703374778,0.6142857142857143,0.8871121264039596,0.803494037046435
21,0.21809246124965803,0.8239095315024233,0.8525754884547069,0.5357142857142857,0.8980355472404116,0.7941068256787618
22,0.21388897980962482,0.8164781906300485,0.841563055062167,0.5642857142857143,0.89295137580098,0.7977010910936311
23,0.21415880258594241,0.8277867528271405,0.8571936056838366,0.5321428571428571,0.9005411457361449,0.7974498858157828
24,0.2192804245012147,0.8397415185783522,0.8742451154529307,0.4928571428571429,0.9084533038021411,0.7952803856889115
25,0.2175300813147,0.8348949919224555,0.8664298401420959,0.5178571428571429,0.9051772128409723,0.7990922354732302
26,0.2038236732993807,0.8468497576736672,0.8799289520426288,0.5142857142857142,0.9126750184229919,0.8079066226845978
27,0.20609261531914982,0.8820678513731826,0.9285968028419183,0.4142857142857143,0.9347398533881638,0.8040763765541741
28,0.2038726282971246,0.8794830371567044,0.9271758436944938,0.4,0.9333094940103701,0.8045318447094646
29,0.20165116361209323,0.8436187399030695,0.8774422735346359,0.5035714285714286,0.9107669616519174,0.7982859680284191
30,0.1990843470607485,0.8597738287560581,0.9044404973357016,0.4107142857142857,0.921462178791169,0.8051852321745749
31,0.20522762803094727,0.850080775444265,0.8880994671403197,0.46785714285714286,0.9150805270863837,0.8055550621669626
32,0.20749473135386196,0.8924071082390953,0.9470692717584369,0.34285714285714286,0.9412180052956752,0.8044195635625475
33,0.20084443401013102,0.874313408723748,0.9207815275310834,0.40714285714285714,0.9301991745917818,0.8048261862471454
34,0.19688516376273973,0.8859450726978998,0.9413854351687388,0.32857142857142857,0.937555280382098,0.8038365896980462
35,0.19744994810649327,0.8862681744749596,0.9410301953818828,0.3357142857142857,0.9376991150442477,0.8064679015478304
36,0.19182573056646757,0.8878836833602585,0.9392539964476021,0.37142857142857144,0.9384205856255545,0.8092654148693225
37,0.19508947538478033,0.9046849757673667,0.9673179396092363,0.275,0.9486152238286013,0.808710987059122
38,0.186483048754079,0.8898222940226171,0.9470692717584369,0.3142857142857143,0.9398907103825137,0.8077683329104288
39,0.18892001935413905,0.875605815831987,0.9300177619893428,0.32857142857142857,0.9315068493150684,0.8034940370464349
40,0.18896100765892437,0.908562197092084,0.9698046181172292,0.29285714285714287,0.9507226188403274,0.8147177112408017
41,0.1934154091136796,0.8962843295638127,0.9548845470692717,0.30714285714285716,0.9436545550289626,0.8058906368941892
42,0.18549095849905695,0.9075928917609046,0.9740674955595027,0.2392857142857143,0.9504332755632582,0.8104072570413601
43,0.18701437434979848,0.9059773828756058,0.966607460035524,0.29642857142857143,0.9492412349555207,0.8095711748287238
44,0.18325450952563968,0.8688206785137318,0.9158081705150977,0.3964285714285714,0.9270046745774901,0.8103768079167724
45,0.17661627999373844,0.9147011308562197,0.9850799289520427,0.20714285714285716,0.9545611015490534,0.8149816036538949
46,0.18912031001278332,0.9166397415185783,0.9850799289520427,0.22857142857142856,0.9555478980013784,0.8119119512814007
47,0.17777630527104651,0.9143780290791599,0.9804618117229129,0.25,0.9541918755401901,0.8165338746511037
48,0.17355278496231352,0.9079159935379645,0.9683836589698046,0.3,0.9503224681889489,0.8232605937579295
49,0.18095723230923924,0.9063004846526656,0.9683836589698046,0.28214285714285714,0.9494949494949495,0.8173280893174322
50,0.17668127343058587,0.9101777059773829,0.9737122557726465,0.2714285714285714,0.9517361111111111,0.8164723420451663
51,0.1825344257056713,0.9143780290791599,0.97797513321492,0.275,0.9540807485704385,0.8188492768332911
52,0.16987492133464133,0.9176090468497576,0.98898756660746,0.2,0.9562081401339516,0.8156445064704391
53,0.17424387857317924,0.9150242326332795,0.9840142095914742,0.22142857142857142,0.9546786145097363,0.8159895965490992
54,0.17055672513587133,0.9111470113085622,0.974777975133215,0.2714285714285714,0.9522817976748221,0.8197881248414108
55,0.16814356424978802,0.918578352180937,0.9896980461811723,0.20357142857142857,0.9567307692307693,0.8188708449632074
56,0.18038389267666,0.9172859450726979,0.9914742451154529,0.17142857142857143,0.9561493662213086,0.812552651611266
57,0.1718482727450984,0.9218093699515347,0.9932504440497336,0.20357142857142857,0.9585190263969832,0.8197868561278864
58,0.18245713742715972,0.9111470113085622,0.9754884547069271,0.2642857142857143,0.9523148950927692,0.8174232428317686
59,0.16710954755544663,0.9150242326332795,0.9840142095914742,0.22142857142857142,0.9546786145097363,0.8170971834559757
60,0.1702336549758911,0.9169628432956382,0.9900532859680284,0.18214285714285713,0.9559252272337506,0.8183417914234966
61,0.16742734760046005,0.9156704361873991,0.9822380106571936,0.24642857142857144,0.9549300638922466,0.8182466379091601
62,0.16922579099025045,0.9046849757673667,0.9623445825932504,0.325,0.9483633817608962,0.8192184724689164
63,0.16991120034030505,0.9063004846526656,0.9680284191829485,0.2857142857142857,0.9494773519163763,0.8146802841918295
64,0.17042258669223104,0.918578352180937,0.9875666074600356,0.225,0.956641431520991,0.8203488962192337
65,0.17238970090235983,0.9159935379644588,0.9843694493783304,0.22857142857142856,0.9551878662530162,0.8217000761228115
66,0.16864779783146722,0.9153473344103392,0.9801065719360569,0.2642857142857143,0.9546712802768166,0.820837350926161
67,0.16533008622271675,0.9108239095315024,0.9761989342806394,0.25357142857142856,0.9521829521829522,0.8207548845470692
68,0.1634050134037222,0.9221324717285945,0.9911190053285968,0.22857142857142856,0.9585981790070435,0.82412331895458
69,0.1689206512910979,0.9208400646203554,0.9928952042628775,0.19642857142857142,0.9580119965724079,0.8310644506470439
70,0.1645347046000617,0.9201938610662359,0.98898756660746,0.22857142857142856,0.9575236457437661,0.8286995686374017
71,0.1676750489643642,0.9163166397415186,0.9811722912966252,0.2642857142857143,0.9552135569773474,0.8225970565846232
72,0.1526624659342425,0.9156704361873991,0.9822380106571936,0.24642857142857144,0.9549300638922466,0.8299403704643491
73,0.16733499392867088,0.9208400646203554,0.9893428063943162,0.23214285714285715,0.9578675838349097,0.8233811215427557
74,0.1613902648644788,0.9205169628432956,0.9921847246891652,0.2,0.9578189300411523,0.8267812737883786
75,0.16336759765233314,0.9147011308562197,0.9772646536412078,0.2857142857142857,0.9542143600416233,0.8323344328850546
76,0.1562844166798251,0.9208400646203554,0.9904085257548846,0.22142857142857142,0.9579110118536334,0.8274651103780766
77,0.16498983385307447,0.9211631663974151,0.9872113676731794,0.2571428571428571,0.9579455360220613,0.8323471200202994
78,0.15056510141917637,0.9011308562197092,0.9566607460035524,0.34285714285714286,0.9462403373155306,0.828434407510784
79,0.16309042551687786,0.9195476575121163,0.9840142095914742,0.2714285714285714,0.9569873898773537,0.8277848261862472
80,0.16540097828422273,0.9201938610662359,0.9857904085257548,0.26071428571428573,0.9573917543557012,0.8285891905607714
81,0.1633567536515849,0.9008077544426495,0.9573712255772646,0.33214285714285713,0.9461119887660172,0.8341854859172798
82,0.15478839448520115,0.9088852988691438,0.9726465364120781,0.26785714285714285,0.9510246613407433,0.8301103780766304
83,0.15364480545478207,0.918578352180937,0.9857904085257548,0.24285714285714285,0.9565667011375388,0.8296028926668358
