epoch,train_loss,val_acc,sensitivity,specificity,f1_score,auc
1,0.2753674519913537,0.45201938610662357,0.44191829484902306,0.5535714285714286,0.5946462715105163,0.5084547069271759
2,0.21492259332111904,0.4894991922455573,0.48596802841918296,0.525,0.633920296570899,0.49617609743719865
3,0.1840373660836901,0.4203554119547658,0.40071047957371225,0.6178571428571429,0.557037037037037,0.5249987312864756
4,0.16335641901407924,0.5140549273021001,0.514031971580817,0.5142857142857142,0.6580263756252842,0.5219804618117229
5,0.1469332736517702,0.5932148626817447,0.6024866785079929,0.5,0.7293055256933992,0.5491766049226084
6,0.1355469069310597,0.4875605815831987,0.47850799289520424,0.5785714285714286,0.6294392523364486,0.5395255011418422
7,0.11347361116537026,0.5208400646203554,0.5143872113676732,0.5857142857142857,0.6613382050696506,0.5485168738898756
8,0.11157335905092103,0.5302100161550889,0.5307282415630551,0.525,0.6726699684826655,0.5345191575742197
9,0.09356908457619803,0.5253634894991922,0.5236234458259325,0.5428571428571428,0.6674213266923251,0.5344316163410302
10,0.08831810222140381,0.515670436187399,0.5133214920071048,0.5392857142857143,0.658464342674869,0.5390459274295865
11,0.08706424957407373,0.5644588045234249,0.5744227353463588,0.4642857142857143,0.7058053251855085,0.5341461557980208
12,0.08220750902380262,0.5554119547657512,0.5648312611012434,0.4607142857142857,0.6979806848112379,0.5359781781273788
13,0.07993452777819975,0.5544426494345719,0.5580817051509769,0.5178571428571429,0.6949789869497899,0.5462699822380106
14,0.06356190443038941,0.5819063004846526,0.5907637655417407,0.4928571428571429,0.71991341991342,0.5463029687896472
15,0.06365926952234337,0.5163166397415185,0.5119005328596803,0.5607142857142857,0.658141128111441,0.5480055823395077
16,0.05811544639457549,0.5789983844911147,0.5850799289520426,0.5178571428571429,0.7165542745268654,0.5544214666328343
17,0.053775863216391634,0.5802907915993538,0.588632326820604,0.49642857142857144,0.7184045089963148,0.5504465871606191
18,0.054042822242315325,0.5554119547657512,0.5591474245115453,0.5178571428571429,0.695844385499558,0.550227099720883
19,0.05410064815410546,0.5382875605815832,0.5378330373001776,0.5428571428571428,0.6793807493829931,0.5664260340015225
20,0.052405273628288083,0.5709208400646204,0.5772646536412078,0.5071428571428571,0.709916994320664,0.5591943669119512
21,0.05175530625773328,0.5321486268174475,0.5300177619893428,0.5535714285714286,0.6732851985559567,0.5586513575234713
22,0.049673488450103574,0.5777059773828757,0.5840142095914742,0.5142857142857142,0.7155603917301414,0.5587122557726465
23,0.053293379695553866,0.5773828756058158,0.5822380106571936,0.5285714285714286,0.7147841255996511,0.5698084242578026
24,0.04445643546059728,0.5489499192245557,0.5484902309058615,0.5535714285714286,0.6886708296164139,0.570083735092616
25,0.036867746990174054,0.5789983844911147,0.5840142095914742,0.5285714285714286,0.7161838379438031,0.5759997462572951
26,0.046987048729455895,0.5140549273021001,0.503019538188277,0.625,0.6531365313653137,0.5880677493022076
27,0.04299519252298134,0.5331179321486268,0.5289520426287744,0.575,0.6732986660637577,0.5787706165947729
28,0.04538609920335668,0.5260096930533118,0.5197158081705151,0.5892857142857143,0.6660596403368996,0.5789038315148439
29,0.038139642089871424,0.6003231017770597,0.6117229129662523,0.4857142857142857,0.7357402264473403,0.5805582339507739
30,0.038940603339246344,0.5382875605815832,0.5342806394316163,0.5785714285714286,0.6779355420329051,0.5833113422989089
31,0.040472753844889145,0.5411954765751211,0.5374777975133215,0.5785714285714286,0.6806117858749438,0.578350672418168
32,0.04575870653747448,0.5479806138933764,0.5438721136767318,0.5892857142857143,0.6863931853844429,0.5961697538695763
33,0.04065995841353599,0.565751211631664,0.5669626998223801,0.5535714285714286,0.7037037037037037,0.5939685359045928
34,0.03622723595970975,0.5369951534733441,0.5289520426287744,0.6178571428571429,0.6751303559283609,0.6001110124333926
35,0.038302999319109535,0.562843295638126,0.5591474245115453,0.6,0.6994001333037103,0.6032859680284192
36,0.04518642667015749,0.5508885298869144,0.544582593250444,0.6142857142857143,0.6880610412926391,0.6061659477290028
37,0.02929205516951957,0.5712439418416801,0.5708703374777975,0.575,0.7077736181457829,0.6059883278355747
38,0.027974808907934596,0.5625201938610662,0.5566607460035524,0.6214285714285714,0.698306595365419,0.6108627251966506
39,0.03264246562030167,0.5922455573505654,0.5928952042628775,0.5857142857142857,0.7256521739130435,0.6113067749302208
40,0.03340330979387675,0.5802907915993538,0.5779751332149201,0.6035714285714285,0.7146936086097079,0.6136209083988835
41,0.033663671094525074,0.5676898222940227,0.5644760213143872,0.6,0.7037201062887511,0.5964006597310327
42,0.03892521207619991,0.582875605815832,0.5850799289520426,0.5607142857142857,0.7184296619411124,0.601516112661761
43,0.04617042077505695,0.6012924071082391,0.605683836589698,0.5571428571428572,0.7342807924203273,0.6090332402943416
44,0.043525362573564055,0.5602584814216478,0.5591474245115453,0.5714285714285714,0.6981592370813928,0.5985968028419183
45,0.02910396576459919,0.5673667205169628,0.566607460035524,0.575,0.7043497460808126,0.601970312103527
46,0.03702284785270292,0.5760904684975767,0.577619893428064,0.5607142857142857,0.7125328659070991,0.6084470946460289
47,0.032679843242346705,0.567043618739903,0.5634103019538188,0.6035714285714285,0.7030141843971631,0.6080246130423751
48,0.029200867101150964,0.5663974151857836,0.5612788632326821,0.6178571428571429,0.7019102621057308,0.6244722151738137
49,0.02398808721835459,0.5825525040387722,0.5801065719360569,0.6071428571428571,0.7165423431329531,0.6188232682060391
50,0.033522953981966044,0.5292407108239096,0.5186500888099467,0.6357142857142857,0.6671236006397075,0.621464095407257
51,0.03402585475705564,0.5815831987075929,0.5801065719360569,0.5964285714285714,0.7160710370532778,0.6074816036538949
52,0.0411215146512924,0.5693053311793215,0.5623445825932505,0.6392857142857142,0.7037119359857746,0.622789901040345
53,0.034515884495340286,0.5864297253634895,0.5857904085257549,0.5928571428571429,0.7204019222367847,0.6089964476021315
54,0.0313352149520402,0.5589660743134087,0.5566607460035524,0.5821428571428572,0.6965992442765059,0.605229637147932
55,0.028055935672351293,0.5525040387722132,0.5467140319715809,0.6107142857142858,0.6896706251400403,0.6093764273027151
56,0.03516076408393149,0.5347334410339257,0.5239786856127886,0.6428571428571429,0.6719817767653758,0.6165529053539711
57,0.026554578652472367,0.5809369951534733,0.580461811722913,0.5857142857142857,0.715881708652793,0.6153197158081706
