epoch,train_loss,val_acc,sensitivity,specificity,f1_score,auc
1,0.17673227638006211,0.5796445880452342,0.5595026642984015,0.7821428571428571,0.7077061334531566,0.7412458766810455
2,0.09840308108500072,0.7476575121163166,0.7523978685612789,0.7,0.8443292804464819,0.8060669880740929
3,0.05050795674324036,0.7618739903069467,0.7648312611012433,0.7321428571428571,0.8538568312512393,0.8358513067749301
4,0.02730479497196419,0.7560581583198708,0.7534635879218472,0.7821428571428571,0.8489093456073644,0.8482720121796499
5,0.018037559118654047,0.769951534733441,0.7701598579040853,0.7678571428571429,0.8589540412044374,0.8511722912966252
6,0.012453566112422517,0.7705977382875606,0.7708703374777975,0.7678571428571429,0.8594059405940594,0.853802334432885
7,0.008936608113747623,0.7182552504038773,0.7090586145648312,0.8107142857142857,0.8207236842105263,0.846479319969551
8,0.006416310323402286,0.8019386106623586,0.8081705150976909,0.7392857142857143,0.8812705791206663,0.8601179903577773
9,0.004647200685992304,0.7693053311793215,0.7680284191829485,0.7821428571428571,0.8582770940849543,0.8609743719868053
10,0.003899896312006084,0.7789983844911147,0.7783303730017762,0.7857142857142857,0.86498223450454,0.866612534889622
11,0.0026260740622611983,0.7453957996768982,0.7353463587921847,0.8464285714285714,0.8400974025974026,0.8669360568383658
12,0.00229906626004127,0.795799676898223,0.8003552397868561,0.75,0.8769949396652394,0.8622126363867039
13,0.0019784252770477908,0.7521809369951534,0.7477797513321492,0.7964285714285714,0.8458910990556561,0.8616379091601116
14,0.0028558404392762375,0.7993537964458804,0.8021314387211368,0.7714285714285715,0.8791123223671403,0.8631438721136768
15,0.0032420540957121247,0.7592891760904685,0.7555950266429841,0.7964285714285714,0.8509701940388078,0.8628292311596041
16,0.0035480181166868924,0.772859450726979,0.7740674955595027,0.7607142857142857,0.8610946453270105,0.8629967013448364
17,0.005570703892070534,0.7686591276252019,0.7701598579040853,0.7535714285714286,0.8582739509105305,0.8546752093377317
18,0.006730333372252062,0.7909531502423264,0.794316163410302,0.7571428571428571,0.8736081265872241,0.859582593250444
19,0.009162524858922032,0.7282714054927302,0.7211367673179396,0.8,0.8284023668639053,0.8508119766556712
20,0.015560950885992497,0.7815831987075929,0.7882770870337478,0.7142857142857143,0.8678138443488463,0.8357815275310835
21,0.02032542165751303,0.7747980613893376,0.7769094138543516,0.7535714285714286,0.8625517649378821,0.8410581070794214
22,0.018769144406542183,0.7735056542810985,0.7761989342806395,0.7464285714285714,0.8617629658844409,0.8483291042882517
23,0.00892739417197715,0.7570274636510501,0.7534635879218472,0.7928571428571428,0.8494193031637965,0.8546878964729764
24,0.007124294912292888,0.7554119547657512,0.7495559502664298,0.8142857142857143,0.8479003415712276,0.8540104034509008
25,0.004781574394188023,0.7612277867528271,0.7587921847246891,0.7857142857142857,0.8525244462183197,0.8534826186247146
26,0.0030164763878149513,0.7683360258481422,0.7655417406749556,0.7964285714285714,0.8573702009150587,0.8564932758183202
27,0.0036000380443770804,0.7344103392568659,0.7268206039076377,0.8107142857142857,0.8327228327228328,0.8509401167216442
28,0.002839396663018436,0.72859450726979,0.7229129662522202,0.7857142857142857,0.8289205702647657,0.8497602131438722
29,0.0029120145430040012,0.7864297253634895,0.7893428063943162,0.7571428571428571,0.8705190989226249,0.8567000761228115
30,0.002906628348864615,0.8025848142164782,0.8095914742451155,0.7321428571428571,0.881795318243374,0.8567292565338748
31,0.0022069442587183273,0.7712439418416801,0.7705150976909414,0.7785714285714286,0.8596908442330559,0.8545178888606952
32,0.0011806172619149688,0.7880452342487884,0.7886323268206039,0.7821428571428571,0.8712715855572999,0.8562737883785841
33,0.001731271751253059,0.7744749596122779,0.7744227353463587,0.775,0.8620007908264136,0.8535422481603654
34,0.002222318015368988,0.7819063004846527,0.7836589698046181,0.7642857142857142,0.8673088264202871,0.8542260847500635
35,0.0011674258109841114,0.7945072697899839,0.7982238010657193,0.7571428571428571,0.8760233918128655,0.859535650850038
36,0.0017884876874242244,0.7567043618739903,0.752753108348135,0.7964285714285714,0.849128431176117,0.860313372240548
37,0.0023304683246611344,0.7735056542810985,0.7747779751332149,0.7607142857142857,0.8615445388109816,0.8631324536919565
38,0.0017054269117319823,0.7651050080775444,0.7634103019538189,0.7821428571428571,0.8553233830845771,0.8571720375539204
39,0.001964025379720624,0.7670436187399031,0.7669626998223801,0.7678571428571429,0.8569160547727723,0.8497183455975641
40,0.0024685850472841203,0.7912762520193861,0.794316163410302,0.7607142857142857,0.8737788198515045,0.8587046434914996
41,0.006361521030755414,0.7405492730210016,0.7353463587921847,0.7928571428571428,0.8375480477442848,0.8468307536158336
42,0.009162922933007524,0.8090468497576737,0.8216696269982238,0.6821428571428572,0.8867165037377803,0.8383316417153006
43,0.013613114212265437,0.7583198707592892,0.7587921847246891,0.7535714285714286,0.850996015936255,0.8335676224308551
44,0.018297623355881244,0.7890145395799677,0.7960923623445826,0.7178571428571429,0.8728334956183057,0.8419322506977925
45,0.008141855460209107,0.7638126009693054,0.7662522202486679,0.7392857142857143,0.8551040634291378,0.845224562293834
